id,original,simple,references,score,system
44,"the film has grossed over $552 million worldwide, becoming the eighth highest-grossing film of 2022.","the film earned over $552 million globally, making it the eighth most successful movie of 2022.",['the film has earned over $552 million worldwide. it became the eighth highest-earning film of 2022.'],76.66666666666667,GPT-3-few-shot
44,"the film has grossed over $552 million worldwide, becoming the eighth highest-grossing film of 2022.",the film has made more than $552 million at the box office and is currently the eighth most successful movie of 2022.,['the film has earned over $552 million worldwide. it became the eighth highest-earning film of 2022.'],66.66666666666667,GPT-3-zero-shot
44,"the film has grossed over $552 million worldwide, becoming the eighth highest-grossing film of 2022.",the film has earned over $552 million worldwide. it became the eighth highest-earning film of 2022.,['the film has earned over $552 million worldwide. it became the eighth highest-earning film of 2022.'],84.33333333333333,Human 1 Writing
44,"the film has grossed over $552 million worldwide, becoming the eighth highest-grossing film of 2022.","the film made over $552 million, becoming the eighth highest-grossing film of 2022.",['the film has earned over $552 million worldwide. it became the eighth highest-earning film of 2022.'],82.66666666666667,Human 2 Writing
44,"the film has grossed over $552 million worldwide, becoming the eighth highest-grossing film of 2022.","the movie has so far made over $552 million worldwide, making it the eighth highest-grossing movie.",['the film has earned over $552 million worldwide. it became the eighth highest-earning film of 2022.'],80.0,Muss
44,"the film has grossed over $552 million worldwide, becoming the eighth highest-grossing film of 2022.","the movie has grossed over $ 570 million worldwide, becoming the eighth highest-grossing movie of 2022.",['the film has earned over $552 million worldwide. it became the eighth highest-earning film of 2022.'],73.33333333333333,T5-3B
45,"the film received positive reviews from critics, with praise towards coogler's direction, the action sequences, production and costume design, the cast's performances (particularly those of wright, gurira, huerta, and bassett), emotional weight, musical score, and its tributes to boseman, although the runtime received some criticism.","critics praised coogler's directing, action sequences, production, costume design, the cast's performances (especially those of wright, gurira, huerta, and bassett), the emotional weight, music, and tributes to boseman. however, they criticized its long runtime.","['the film received overall positive reviews with most of its qualities receiving praise. however, its runtime received criticism.']",70.0,GPT-3-few-shot
45,"the film received positive reviews from critics, with praise towards coogler's direction, the action sequences, production and costume design, the cast's performances (particularly those of wright, gurira, huerta, and bassett), emotional weight, musical score, and its tributes to boseman, although the runtime received some criticism.","critics praised the film's direction by coogler, the action sequences, production and costume design, and the performances of wright, gurira, huerta, and bassett. they also approved of its emotional weight, musical score, and its tributes to boseman. however, the runtime was criticized.","['the film received overall positive reviews with most of its qualities receiving praise. however, its runtime received criticism.']",68.33333333333333,GPT-3-zero-shot
45,"the film received positive reviews from critics, with praise towards coogler's direction, the action sequences, production and costume design, the cast's performances (particularly those of wright, gurira, huerta, and bassett), emotional weight, musical score, and its tributes to boseman, although the runtime received some criticism.","the film received overall positive reviews with most of its qualities receiving praise. however, its runtime received criticism.","['the film received overall positive reviews with most of its qualities receiving praise. however, its runtime received criticism.']",88.33333333333333,Human 1 Writing
45,"the film received positive reviews from critics, with praise towards coogler's direction, the action sequences, production and costume design, the cast's performances (particularly those of wright, gurira, huerta, and bassett), emotional weight, musical score, and its tributes to boseman, although the runtime received some criticism.","film critics praised coogler’s direction, action scenes, production and costume design, the cast’s performances, emotional weight, musical score, and tributes to boseman. some critics disliked the length of the movie.","['the film received overall positive reviews with most of its qualities receiving praise. however, its runtime received criticism.']",88.33333333333333,Human 2 Writing
45,"the film received positive reviews from critics, with praise towards coogler's direction, the action sequences, production and costume design, the cast's performances (particularly those of wright, gurira, huerta, and bassett), emotional weight, musical score, and its tributes to boseman, although the runtime received some criticism.","the film received mostly positive reviews from critics, with praise towards coogler's direction, the action sequences, the production and costume design, the cast's performances (particularly those of wright, gurira, huerta, and bassett), and the musical score, which many critics said was very good.","['the film received overall positive reviews with most of its qualities receiving praise. however, its runtime received criticism.']",60.0,Muss
45,"the film received positive reviews from critics, with praise towards coogler's direction, the action sequences, production and costume design, the cast's performances (particularly those of wright, gurira, huerta, and bassett), emotional weight, musical score, and its tributes to boseman, although the runtime received some criticism.","the movie received positive reviews from critics. they praised coogler's direction, the action sequences, costume design, the cast's performances, emotional weight, musical score, and the tributes to boseman.","['the film received overall positive reviews with most of its qualities receiving praise. however, its runtime received criticism.']",61.666666666666664,T5-3B
46,"the film stars julie ledru as julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.","julie ledru plays julia in the film. she lives in social housing, doesn't get along well with her mom, and loves motocross. to pursue her passion, she pretends to be a buyer on shopping websites and takes bikes out for test rides.","['in this film, julie ledru acts as a young woman named julia. julia lives in social housing and does not have a good relationship with her mother. she loves the sport of motocross and wants to find a way to take part in it. hence, she acts as a buyer on shopping websites so that she can take bikes out for test rides.']",84.33333333333333,GPT-3-few-shot
46,"the film stars julie ledru as julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.","julie ledru portrays julia in the film; julia lives in public housing and her relationship with her mother is strained. she loves motocross and will do whatever it takes to try it out. to this end, she pretends to be a buyer on shopping websites in order to take bikes out for test rides.","['in this film, julie ledru acts as a young woman named julia. julia lives in social housing and does not have a good relationship with her mother. she loves the sport of motocross and wants to find a way to take part in it. hence, she acts as a buyer on shopping websites so that she can take bikes out for test rides.']",63.333333333333336,GPT-3-zero-shot
46,"the film stars julie ledru as julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.","in this film, julie ledru acts as a young woman named julia. julia lives in social housing and does not have a good relationship with her mother. she loves the sport of motocross and wants to find a way to take part in it. hence, she acts as a buyer on shopping websites so that she can take bikes out for test rides.","['in this film, julie ledru acts as a young woman named julia. julia lives in social housing and does not have a good relationship with her mother. she loves the sport of motocross and wants to find a way to take part in it. hence, she acts as a buyer on shopping websites so that she can take bikes out for test rides.']",82.33333333333333,Human 1 Writing
46,"the film stars julie ledru as julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.","in the movie, julie ledru plays julia, a young woman living in social housing who has a bad relationship with her mother. she is passionate about motocross, so she tries to take bikes for test rides by pretending to be a buyer.","['in this film, julie ledru acts as a young woman named julia. julia lives in social housing and does not have a good relationship with her mother. she loves the sport of motocross and wants to find a way to take part in it. hence, she acts as a buyer on shopping websites so that she can take bikes out for test rides.']",82.66666666666667,Human 2 Writing
46,"the film stars julie ledru as julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.","the movie stars julie ledru as julia, a young woman living in social housing. she loves the sport of motocross and wants to learn how to do it, but her mother does n't want her to do it, so she tries to find a job that will let her do it, but it will cost a lot of money.","['in this film, julie ledru acts as a young woman named julia. julia lives in social housing and does not have a good relationship with her mother. she loves the sport of motocross and wants to find a way to take part in it. hence, she acts as a buyer on shopping websites so that she can take bikes out for test rides.']",40.0,Muss
46,"the film stars julie ledru as julia, a young woman living in social housing who has a poor relationship with her mother; passionate about the sport of motocross, she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.","the movie stars julie ledru as julia, a young woman living in social housing who has a poor relationship with her mother. she tries to gain the opportunity to participate in the sport by posing as a buyer on shopping websites so that she can take bikes out for test rides.","['in this film, julie ledru acts as a young woman named julia. julia lives in social housing and does not have a good relationship with her mother. she loves the sport of motocross and wants to find a way to take part in it. hence, she acts as a buyer on shopping websites so that she can take bikes out for test rides.']",56.333333333333336,T5-3B
47,"the iranian team notably made headlines in their opening match against england after refusing to sing the national anthem in solidarity with the mahsa amini protests, with some iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.",the iranian team gained attention in their first game against england for not singing the national anthem in solidarity with mahsa amini. many iranian fans also showed their disapproval of the team as a representation of the government by cheering against the team and boycotting the match.,"['the iranian team became famous in their opening match against england when they refused to sing the national anthem to support the mahsa amini protests. because of this, some iranian supporters cheered against their own team or boycotted their team during the protests.']",86.0,GPT-3-few-shot
47,"the iranian team notably made headlines in their opening match against england after refusing to sing the national anthem in solidarity with the mahsa amini protests, with some iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.","iranian players made news in their match against england when they did not sing the national anthem in support of mahsa amini protests. some iranian fans even cheered against their own team or did not watch their team in the protests, as they felt the team represented the government.","['the iranian team became famous in their opening match against england when they refused to sing the national anthem to support the mahsa amini protests. because of this, some iranian supporters cheered against their own team or boycotted their team during the protests.']",80.66666666666667,GPT-3-zero-shot
47,"the iranian team notably made headlines in their opening match against england after refusing to sing the national anthem in solidarity with the mahsa amini protests, with some iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.","the iranian team became famous in their opening match against england when they refused to sing the national anthem to support the mahsa amini protests. because of this, some iranian supporters cheered against their own team or boycotted their team during the protests.","['the iranian team became famous in their opening match against england when they refused to sing the national anthem to support the mahsa amini protests. because of this, some iranian supporters cheered against their own team or boycotted their team during the protests.']",56.666666666666664,Human 1 Writing
47,"the iranian team notably made headlines in their opening match against england after refusing to sing the national anthem in solidarity with the mahsa amini protests, with some iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.",the iranian team made headlines in their first game against england. they showed support for the mahsa amini protests by refusing to sing the national anthem. some iranian supporters did not cheer for iran or boycotted their country’s team because they believed that the team was representing the government.,"['the iranian team became famous in their opening match against england when they refused to sing the national anthem to support the mahsa amini protests. because of this, some iranian supporters cheered against their own team or boycotted their team during the protests.']",85.33333333333333,Human 2 Writing
47,"the iranian team notably made headlines in their opening match against england after refusing to sing the national anthem in solidarity with the mahsa amini protests, with some iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.",the iranian team notably made headlines in their opening match against england after refusing to sing the national anthem because of the ongoing protests in iran. many iranian people did not want to watch the team play because they thought the team should not be playing because of the protests.,"['the iranian team became famous in their opening match against england when they refused to sing the national anthem to support the mahsa amini protests. because of this, some iranian supporters cheered against their own team or boycotted their team during the protests.']",76.66666666666667,Muss
47,"the iranian team notably made headlines in their opening match against england after refusing to sing the national anthem in solidarity with the mahsa amini protests, with some iranian supporters cheering against their own team or boycotting their team amidst the ongoing protests as they felt the team was representing the government.",the iranian team made headlines in their opening match against england after refusing to sing the national anthem in solidarity with the mahsa amini protests. some iranian supporters cheered against their own team or boycotted their team.,"['the iranian team became famous in their opening match against england when they refused to sing the national anthem to support the mahsa amini protests. because of this, some iranian supporters cheered against their own team or boycotted their team during the protests.']",78.0,T5-3B
48,"the last president to run after leaving office was theodore roosevelt, who came in second in the 1912 election as the presidential nominee of the progressive party, although herbert hoover did briefly seek the republican presidential nomination at several national conventions subsequent to leaving office in 1933.","theodore roosevelt was the last president to campaign for office after leaving the white house. he ran for president in 1912, representing the progressive party and coming in second. after he left office, herbert hoover did attempt to get the republican nomination at a few conventions.",['the last president who ran after leaving the presidential office was theador roosevelt. he came in second in the 1912 election as the representative for the progressive party. herbert hoover also tried to seek the republican nomination after leaving office in 1933.'],76.66666666666667,GPT-3-few-shot
48,"the last president to run after leaving office was theodore roosevelt, who came in second in the 1912 election as the presidential nominee of the progressive party, although herbert hoover did briefly seek the republican presidential nomination at several national conventions subsequent to leaving office in 1933.","theodore roosevelt was the last former president to stand for election after leaving office. he was the presidential nominee for the progressive party in 1912 and came in second. after leaving office in 1933, herbert hoover tried to get the republican nomination at several conventions.",['the last president who ran after leaving the presidential office was theador roosevelt. he came in second in the 1912 election as the representative for the progressive party. herbert hoover also tried to seek the republican nomination after leaving office in 1933.'],68.0,GPT-3-zero-shot
48,"the last president to run after leaving office was theodore roosevelt, who came in second in the 1912 election as the presidential nominee of the progressive party, although herbert hoover did briefly seek the republican presidential nomination at several national conventions subsequent to leaving office in 1933.",the last president who ran after leaving the presidential office was theador roosevelt. he came in second in the 1912 election as the representative for the progressive party. herbert hoover also tried to seek the republican nomination after leaving office in 1933.,['the last president who ran after leaving the presidential office was theador roosevelt. he came in second in the 1912 election as the representative for the progressive party. herbert hoover also tried to seek the republican nomination after leaving office in 1933.'],84.0,Human 1 Writing
48,"the last president to run after leaving office was theodore roosevelt, who came in second in the 1912 election as the presidential nominee of the progressive party, although herbert hoover did briefly seek the republican presidential nomination at several national conventions subsequent to leaving office in 1933.","the last president to run after leaving office was theodore roosevelt, although herbert hoover did later seek the republican presidential nomination in 1933.",['the last president who ran after leaving the presidential office was theador roosevelt. he came in second in the 1912 election as the representative for the progressive party. herbert hoover also tried to seek the republican nomination after leaving office in 1933.'],88.33333333333333,Human 2 Writing
48,"the last president to run after leaving office was theodore roosevelt, who came in second in the 1912 election as the presidential nominee of the progressive party, although herbert hoover did briefly seek the republican presidential nomination at several national conventions subsequent to leaving office in 1933.","the last president to run after leaving office was theodore roosevelt, who ran in the 1912 election and came in second. herbert hoover, the president of the united states, tried to run for president several times after leaving office, but he was not chosen by the republican party.",['the last president who ran after leaving the presidential office was theador roosevelt. he came in second in the 1912 election as the representative for the progressive party. herbert hoover also tried to seek the republican nomination after leaving office in 1933.'],71.0,Muss
48,"the last president to run after leaving office was theodore roosevelt, who came in second in the 1912 election as the presidential nominee of the progressive party, although herbert hoover did briefly seek the republican presidential nomination at several national conventions subsequent to leaving office in 1933.",the last president to run after leaving office was theodore roosevelt.,['the last president who ran after leaving the presidential office was theador roosevelt. he came in second in the 1912 election as the representative for the progressive party. herbert hoover also tried to seek the republican nomination after leaving office in 1933.'],69.33333333333333,T5-3B
49,"the sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.","they imposed a fine of $400, or $100 per count of fraud, and three years of supervised release following the prison sentence.",['the sentence included a three-year supervised release and a fine of $400.'],60.333333333333336,GPT-3-few-shot
49,"the sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.",you will receive a fine of $400 for the fraud or $100 for each count. you will also be under supervised release for three years after the prison term.,['the sentence included a three-year supervised release and a fine of $400.'],36.666666666666664,GPT-3-zero-shot
49,"the sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.",the sentence included a three-year supervised release and a fine of $400.,['the sentence included a three-year supervised release and a fine of $400.'],90.66666666666667,Human 1 Writing
49,"the sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.",the sentence was a 400$ fine and a three-year supervised release after jail.,['the sentence included a three-year supervised release and a fine of $400.'],97.66666666666667,Human 2 Writing
49,"the sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.","the sentence included a fine of $400, or $100 for each count of fraud. after the prison term, he was released on supervised release.",['the sentence included a three-year supervised release and a fine of $400.'],53.666666666666664,Muss
49,"the sentence included a fine of $400, or $100 for each count of fraud, and a three-year supervised release after the prison term.","the sentence included a fine of $400, or $100 for each count of fraud. he was sentenced to three-year supervised release after the prison term.",['the sentence included a three-year supervised release and a fine of $400.'],56.0,T5-3B
50,"the sitcom series features the story of abi (played by bolu essien) who secures a job at a top advertising agency in lagos, although she had a rough start with her superior, she soon got an opportunity to shine at work when she was promoted to become the acting manager after the manager traveled to another branch.","abi (played by bolu essien) is featured in the sitcom series. at first, her supervisor was tough on her. however, she was promoted to acting manager when the manager traveled to another branch, and this gave her an opportunity to show her abilities at work.","['the sitcom series is about the story of abi who gets a job at a top ad agency in lagos. though she has a rough start with her superior, she gets a chance to shine at work when she is promoted to acting manager. this happens because her manager travels to another branch.']",78.33333333333333,GPT-3-few-shot
50,"the sitcom series features the story of abi (played by bolu essien) who secures a job at a top advertising agency in lagos, although she had a rough start with her superior, she soon got an opportunity to shine at work when she was promoted to become the acting manager after the manager traveled to another branch.","abi (played by bolu essien) had a difficult beginning at a top lagos advertising agency. despite this, she was promoted to become the temporary manager when the original manager had to go to a different branch.","['the sitcom series is about the story of abi who gets a job at a top ad agency in lagos. though she has a rough start with her superior, she gets a chance to shine at work when she is promoted to acting manager. this happens because her manager travels to another branch.']",71.33333333333333,GPT-3-zero-shot
50,"the sitcom series features the story of abi (played by bolu essien) who secures a job at a top advertising agency in lagos, although she had a rough start with her superior, she soon got an opportunity to shine at work when she was promoted to become the acting manager after the manager traveled to another branch.","the sitcom series is about the story of abi who gets a job at a top ad agency in lagos. though she has a rough start with her superior, she gets a chance to shine at work when she is promoted to acting manager. this happens because her manager travels to another branch.","['the sitcom series is about the story of abi who gets a job at a top ad agency in lagos. though she has a rough start with her superior, she gets a chance to shine at work when she is promoted to acting manager. this happens because her manager travels to another branch.']",65.66666666666667,Human 1 Writing
50,"the sitcom series features the story of abi (played by bolu essien) who secures a job at a top advertising agency in lagos, although she had a rough start with her superior, she soon got an opportunity to shine at work when she was promoted to become the acting manager after the manager traveled to another branch.","the sitcom series is about abi, who gets a job at a top advertising agency in lagos. she eventually became acting manager after her hostile manager left to another location.","['the sitcom series is about the story of abi who gets a job at a top ad agency in lagos. though she has a rough start with her superior, she gets a chance to shine at work when she is promoted to acting manager. this happens because her manager travels to another branch.']",85.0,Human 2 Writing
50,"the sitcom series features the story of abi (played by bolu essien) who secures a job at a top advertising agency in lagos, although she had a rough start with her superior, she soon got an opportunity to shine at work when she was promoted to become the acting manager after the manager traveled to another branch.","the sitcom series features the story of abi (played by bolu essien) who secures a job at a top advertising agency in lagos, although she had a rough start with her manager, she soon got a chance to show off her talent when she was promoted to become the acting manager of the agency.","['the sitcom series is about the story of abi who gets a job at a top ad agency in lagos. though she has a rough start with her superior, she gets a chance to shine at work when she is promoted to acting manager. this happens because her manager travels to another branch.']",62.333333333333336,Muss
50,"the sitcom series features the story of abi (played by bolu essien) who secures a job at a top advertising agency in lagos, although she had a rough start with her superior, she soon got an opportunity to shine at work when she was promoted to become the acting manager after the manager traveled to another branch.",the series features the story of abi (played by bolu essien) who gets a job at a top advertising agency in lagos. she soon gets a chance to shine at work when she is promoted to become the acting manager after the manager travels to another branch.,"['the sitcom series is about the story of abi who gets a job at a top ad agency in lagos. though she has a rough start with her superior, she gets a chance to shine at work when she is promoted to acting manager. this happens because her manager travels to another branch.']",59.666666666666664,T5-3B
51,the supreme court of the united kingdom unanimously denies the scottish government the right to hold a second referendum on scottish independence from the united kingdom without approval from the british government.,the supreme court of the united kingdom ruled that the scottish government cannot hold another referendum on scottish independence without permission from the british government.,"['the uk’s supreme court will not simply let the scottish government hold a second election to decide if scotland will become separate from the uk. to hold such an election, the scottish government will need the support of the british government.']",81.66666666666667,GPT-3-few-shot
51,the supreme court of the united kingdom unanimously denies the scottish government the right to hold a second referendum on scottish independence from the united kingdom without approval from the british government.,the supreme court of the uk ruled unanimously that the scottish government does not have the authority to organize a second scottish independence referendum without permission from the british government.,"['the uk’s supreme court will not simply let the scottish government hold a second election to decide if scotland will become separate from the uk. to hold such an election, the scottish government will need the support of the british government.']",76.66666666666667,GPT-3-zero-shot
51,the supreme court of the united kingdom unanimously denies the scottish government the right to hold a second referendum on scottish independence from the united kingdom without approval from the british government.,"the uk’s supreme court will not simply let the scottish government hold a second election to decide if scotland will become separate from the uk. to hold such an election, the scottish government will need the support of the british government.","['the uk’s supreme court will not simply let the scottish government hold a second election to decide if scotland will become separate from the uk. to hold such an election, the scottish government will need the support of the british government.']",72.66666666666667,Human 1 Writing
51,the supreme court of the united kingdom unanimously denies the scottish government the right to hold a second referendum on scottish independence from the united kingdom without approval from the british government.,the supreme court of the united kingdom denied scotland the opportunity to hold a second vote for independence without approval from britain.,"['the uk’s supreme court will not simply let the scottish government hold a second election to decide if scotland will become separate from the uk. to hold such an election, the scottish government will need the support of the british government.']",93.33333333333333,Human 2 Writing
51,the supreme court of the united kingdom unanimously denies the scottish government the right to hold a second referendum on scottish independence from the united kingdom without approval from the british government.,the supreme court of the united kingdom said that the government of scotland had no right to hold a second referendum on independence without the permission of the british government.,"['the uk’s supreme court will not simply let the scottish government hold a second election to decide if scotland will become separate from the uk. to hold such an election, the scottish government will need the support of the british government.']",73.33333333333333,Muss
51,the supreme court of the united kingdom unanimously denies the scottish government the right to hold a second referendum on scottish independence from the united kingdom without approval from the british government.,the supreme court of the united kingdom ruled that the scottish government could not hold another referendum on scottish independence from the united kingdom without approval from the british government.,"['the uk’s supreme court will not simply let the scottish government hold a second election to decide if scotland will become separate from the uk. to hold such an election, the scottish government will need the support of the british government.']",73.33333333333333,T5-3B
52,"the ukrainian nuclear energy agency said that russia was responsible for the shelling, which they claimed had damaged exactly the infrastructure needed to restore energy production for ukrainian needs.",ukraine's nuclear energy agency blamed russia for the shelling that damaged the infrastructure required for ukraine to resume energy production.,['the ukrainian nuclear energy agency said that russia was responsible for the opening fire that damaged certain buildings. these buildings were important for ukraine to make enough energy for its people.'],78.33333333333333,GPT-3-few-shot
52,"the ukrainian nuclear energy agency said that russia was responsible for the shelling, which they claimed had damaged exactly the infrastructure needed to restore energy production for ukrainian needs.",the ukrainian nuclear energy agency stated that russia was responsible for shelling that had harmed the infrastructure necessary for producing energy for ukraine.,['the ukrainian nuclear energy agency said that russia was responsible for the opening fire that damaged certain buildings. these buildings were important for ukraine to make enough energy for its people.'],72.66666666666667,GPT-3-zero-shot
52,"the ukrainian nuclear energy agency said that russia was responsible for the shelling, which they claimed had damaged exactly the infrastructure needed to restore energy production for ukrainian needs.",the ukrainian nuclear energy agency said that russia was responsible for the opening fire that damaged certain buildings. these buildings were important for ukraine to make enough energy for its people.,['the ukrainian nuclear energy agency said that russia was responsible for the opening fire that damaged certain buildings. these buildings were important for ukraine to make enough energy for its people.'],87.66666666666667,Human 1 Writing
52,"the ukrainian nuclear energy agency said that russia was responsible for the shelling, which they claimed had damaged exactly the infrastructure needed to restore energy production for ukrainian needs.",the ukrainian nuclear energy agency blamed russia for the attacks. they said the attacks damaged the energy production facilities that are important for ukrainian needs.,['the ukrainian nuclear energy agency said that russia was responsible for the opening fire that damaged certain buildings. these buildings were important for ukraine to make enough energy for its people.'],88.66666666666667,Human 2 Writing
52,"the ukrainian nuclear energy agency said that russia was responsible for the shelling, which they claimed had damaged exactly the infrastructure needed to restore energy production for ukrainian needs.",the ukrainian nuclear energy agency said that russia was responsible for the attack. they said the attack had damaged the energy production infrastructure needed to restore production.,['the ukrainian nuclear energy agency said that russia was responsible for the opening fire that damaged certain buildings. these buildings were important for ukraine to make enough energy for its people.'],64.33333333333333,Muss
52,"the ukrainian nuclear energy agency said that russia was responsible for the shelling, which they claimed had damaged exactly the infrastructure needed to restore energy production for ukrainian needs.",ukraine's nuclear energy agency said that russia was responsible for the shelling.,['the ukrainian nuclear energy agency said that russia was responsible for the opening fire that damaged certain buildings. these buildings were important for ukraine to make enough energy for its people.'],65.0,T5-3B
53,"there is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.","mediators and outside observers agree this agreement is a move towards peace, but true peace still has not been reached.","['there is agreement among meditators that this agreement is a step toward peace, but true peace hasn’t been realized yet.']",88.33333333333333,GPT-3-few-shot
53,"there is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.","many mediators and outside observers agree that this agreement is a step towards peace, but that true peace has not been achieved yet.","['there is agreement among meditators that this agreement is a step toward peace, but true peace hasn’t been realized yet.']",76.66666666666667,GPT-3-zero-shot
53,"there is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.","there is agreement among meditators that this agreement is a step toward peace, but true peace hasn’t been realized yet.","['there is agreement among meditators that this agreement is a step toward peace, but true peace hasn’t been realized yet.']",78.66666666666667,Human 1 Writing
53,"there is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.","outside observers and mediators think that this agreement is a step towards peace. however, they think that true peace has not been fully realized yet.","['there is agreement among meditators that this agreement is a step toward peace, but true peace hasn’t been realized yet.']",91.66666666666667,Human 2 Writing
53,"there is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.","there is general agreement among the mediators that this agreement is a step towards peace. however, there is also agreement that true peace has not yet been realized.","['there is agreement among meditators that this agreement is a step toward peace, but true peace hasn’t been realized yet.']",78.0,Muss
53,"there is general acknowledgment among the mediators, as well as some outside observers, that this agreement represents a step towards peace, but that true peace had yet to be fully realized.","the mediators, as well as some observers, think that this agreement is a step towards peace, but that true peace has not yet to be fully realized.","['there is agreement among meditators that this agreement is a step toward peace, but true peace hasn’t been realized yet.']",66.66666666666667,T5-3B
54,"these missions will seek to reestablish a human presence on the moon and demonstrate technologies and business approaches needed for future scientific studies, including exploration of mars.","the goal of these missions is to put humans back on the moon and show the technologies and strategies that are necessary for further scientific research, like exploring mars.",['these missions will try to get people on the moon again. they will also demonstrate technologies and business approaches needed for more space-related missions.'],85.0,GPT-3-few-shot
54,"these missions will seek to reestablish a human presence on the moon and demonstrate technologies and business approaches needed for future scientific studies, including exploration of mars.","missions will be launched to return people to the moon and prove the technology and commercial practices that are necessary for additional scientific research, including exploring mars.",['these missions will try to get people on the moon again. they will also demonstrate technologies and business approaches needed for more space-related missions.'],71.66666666666667,GPT-3-zero-shot
54,"these missions will seek to reestablish a human presence on the moon and demonstrate technologies and business approaches needed for future scientific studies, including exploration of mars.",these missions will try to get people on the moon again. they will also demonstrate technologies and business approaches needed for more space-related missions.,['these missions will try to get people on the moon again. they will also demonstrate technologies and business approaches needed for more space-related missions.'],80.66666666666667,Human 1 Writing
54,"these missions will seek to reestablish a human presence on the moon and demonstrate technologies and business approaches needed for future scientific studies, including exploration of mars.",these missions will reestablish a presence on the moon and show approaches needed for future scientific studies.,['these missions will try to get people on the moon again. they will also demonstrate technologies and business approaches needed for more space-related missions.'],93.33333333333333,Human 2 Writing
54,"these missions will seek to reestablish a human presence on the moon and demonstrate technologies and business approaches needed for future scientific studies, including exploration of mars.","these missions will try to bring people back to the moon. they will also show new technologies and ways to do science, so that people can find out if they can go to mars.",['these missions will try to get people on the moon again. they will also demonstrate technologies and business approaches needed for more space-related missions.'],81.66666666666667,Muss
54,"these missions will seek to reestablish a human presence on the moon and demonstrate technologies and business approaches needed for future scientific studies, including exploration of mars.","these missions will seek to reestablish a human presence on the moon and demonstrate technologies and business approaches needed for future scientific studies, including exploration of mars.",['these missions will try to get people on the moon again. they will also demonstrate technologies and business approaches needed for more space-related missions.'],48.333333333333336,T5-3B
55,"two sisters, leah and chantrelle, and their acquaintance hosanna catch a steamboat from saint ann parish in jamaica to the united kingdom, arriving in london's notting hill before moving to the midlands.","two sisters, leah and chantrelle, and their friend hosanna took a steamboat from saint ann parish in jamaica to the united kingdom. they landed in london's notting hill, then relocated to the midlands.","['sisters, leah and chantrelle, and their acquaintance hosanna ride a steamboat from saint ann parish in jamaica to the united kingdom. they arrive in london’s notting hill before moving to the midlands.']",79.0,GPT-3-few-shot
55,"two sisters, leah and chantrelle, and their acquaintance hosanna catch a steamboat from saint ann parish in jamaica to the united kingdom, arriving in london's notting hill before moving to the midlands.","leah, chantrelle, and hosanna boarded a steamship in jamaica to sail to the uk. they arrived in london's notting hill and then relocated to the midlands.","['sisters, leah and chantrelle, and their acquaintance hosanna ride a steamboat from saint ann parish in jamaica to the united kingdom. they arrive in london’s notting hill before moving to the midlands.']",90.0,GPT-3-zero-shot
